grow_policy,max_depth,max_leaves,learning_rate,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,accuracy,auc,best_iteration,complexity
lossguide,0,32,0.01,10,1.0,0.8,0.1,2.0,0.6845077143311595,0.7582830119688388,1994,32
lossguide,0,32,0.005,10,1.0,0.8,0.0,2.0,0.684110068395101,0.758279621620987,4568,32
depthwise,6,0,0.0025,10,0.8,0.8,0.1,1.0,0.6829966597741371,0.7582719300855623,7390,6
lossguide,0,32,0.01,5,1.0,0.8,0.1,2.0,0.6841895975823127,0.7582591530283599,2156,32
lossguide,0,32,0.005,10,1.0,0.8,0.1,1.0,0.6844281851439479,0.7582520181172092,4609,32
lossguide,0,32,0.01,5,0.8,1.0,0.1,1.0,0.6826785430252903,0.7582383934730439,2136,32
depthwise,6,0,0.0025,10,0.8,0.8,0.0,1.0,0.6821218387148084,0.7582364073364294,7423,6
depthwise,6,0,0.005,10,0.8,1.0,0.0,1.0,0.6831557181485606,0.7582012514532954,3998,6
lossguide,0,64,0.0025,10,0.8,0.8,0.0,2.0,0.6829171305869254,0.758191738238428,6870,64
depthwise,6,0,0.01,5,0.8,1.0,0.1,2.0,0.6828376013997137,0.758180074429774,2124,6
depthwise,6,0,0.005,1,0.8,1.0,0.0,2.0,0.6833147765229839,0.7581724587976593,3997,6
depthwise,6,0,0.005,10,0.8,1.0,0.1,2.0,0.6812470176554796,0.7581700804939422,4014,6
lossguide,0,32,0.0025,10,1.0,0.8,0.0,2.0,0.6845872435183712,0.758158062469841,8173,32
lossguide,0,32,0.005,5,0.8,1.0,0.0,2.0,0.6847463018927946,0.7581384035125218,3722,32
lossguide,0,64,0.0025,1,0.8,0.8,0.1,2.0,0.6825990138380785,0.7581257529608363,7324,64
lossguide,0,32,0.005,1,0.8,1.0,0.0,1.0,0.6829966597741371,0.758116669864726,4220,32
lossguide,0,32,0.01,5,1.0,0.8,0.1,1.0,0.6839510100206776,0.758105132561589,2545,32
lossguide,0,32,0.005,1,0.8,0.8,0.0,1.0,0.6824399554636552,0.7581050566582788,3498,32
depthwise,6,0,0.01,1,1.0,0.8,0.1,2.0,0.6825194846508669,0.7581045506362114,2575,6
lossguide,0,64,0.0025,5,0.8,0.8,0.1,2.0,0.6828376013997137,0.7580905211743921,6579,64
lossguide,0,32,0.01,10,1.0,0.8,0.0,2.0,0.6828376013997137,0.7580894079258439,2318,32
depthwise,6,0,0.005,1,0.8,1.0,0.1,1.0,0.6837919516462542,0.7580766435191932,3998,6
lossguide,0,64,0.0025,10,0.8,0.8,0.1,2.0,0.6824399554636552,0.7580751760551976,6599,64
lossguide,0,32,0.0025,10,0.8,1.0,0.0,2.0,0.6832352473357722,0.758065473082055,6578,32
lossguide,0,32,0.005,1,1.0,0.8,0.1,1.0,0.6829966597741371,0.7580533791546435,4541,32
depthwise,6,0,0.005,5,0.8,1.0,0.0,2.0,0.6825194846508669,0.7580396027038582,4003,6
lossguide,0,32,0.0025,10,0.8,1.0,0.1,2.0,0.6835533640846191,0.7580369587385558,6578,32
lossguide,0,64,0.0025,5,0.8,0.8,0.0,2.0,0.682758072212502,0.7580349979030445,6603,64
lossguide,0,64,0.005,10,0.8,0.8,0.1,2.0,0.6833147765229839,0.7580320756256053,3395,64
lossguide,0,64,0.01,5,0.8,0.8,0.0,2.0,0.6845872435183712,0.7580245358968006,2082,64
lossguide,0,64,0.005,10,0.8,0.8,0.0,2.0,0.6838714808334658,0.7580132895563523,3326,64
lossguide,0,32,0.005,1,1.0,0.8,0.0,2.0,0.6848258310800064,0.7580095702941567,4081,32
lossguide,0,32,0.0025,5,0.8,1.0,0.0,2.0,0.6828376013997137,0.7580072046409916,6578,32
depthwise,6,0,0.005,5,0.8,1.0,0.1,2.0,0.6820423095275966,0.7580029161039701,4014,6
depthwise,6,0,0.005,5,0.8,1.0,0.0,1.0,0.6820423095275966,0.7579881529101531,4004,6
lossguide,0,64,0.005,5,0.8,0.8,0.0,2.0,0.6837919516462542,0.7579835860609947,3364,64
depthwise,6,0,0.01,5,0.8,1.0,0.0,2.0,0.6818832511531732,0.7579829282323071,2123,6
lossguide,0,32,0.0025,5,0.8,1.0,0.1,2.0,0.6833943057101957,0.7579662548051855,6567,32
lossguide,0,32,0.01,1,1.0,0.8,0.0,2.0,0.684666772705583,0.7579562229176989,2414,32
lossguide,0,32,0.0025,10,0.8,1.0,0.1,1.0,0.6834738348974073,0.7579404603302988,6578,32
depthwise,6,0,0.01,10,1.0,0.8,0.0,1.0,0.6831557181485606,0.7579385880486494,2802,6
lossguide,0,32,0.01,10,1.0,1.0,0.0,2.0,0.6842691267695244,0.7579383223870642,2133,32
lossguide,0,32,0.005,5,1.0,0.8,0.1,1.0,0.6828376013997137,0.7579372850418257,4102,32
depthwise,6,0,0.01,5,1.0,1.0,0.0,1.0,0.684666772705583,0.7579346284259718,3049,6
lossguide,0,32,0.005,5,0.8,1.0,0.1,1.0,0.6840305392078893,0.7579213832983571,3719,32
lossguide,0,64,0.01,5,0.8,0.8,0.1,2.0,0.6832352473357722,0.7579156652489951,1769,64
lossguide,0,32,0.0025,5,1.0,0.8,0.1,2.0,0.6834738348974073,0.7579135526068639,7679,32
lossguide,0,64,0.01,1,0.8,0.8,0.0,2.0,0.6839510100206776,0.7579103773183906,1999,64
lossguide,0,32,0.0025,10,1.0,0.8,0.1,2.0,0.6843486559567361,0.7579070122716424,7829,32
lossguide,0,64,0.0025,5,0.8,0.8,0.1,1.0,0.6828376013997137,0.75790324240724,6870,64
depthwise,6,0,0.005,5,0.8,1.0,0.1,1.0,0.6818037219659615,0.7578935394340973,4003,6
lossguide,0,32,0.01,10,1.0,1.0,0.1,2.0,0.6823604262764434,0.7578735768635376,2115,32
lossguide,0,32,0.01,1,0.8,1.0,0.0,2.0,0.6826785430252903,0.7578727545776781,1854,32
lossguide,0,64,0.0025,1,0.8,0.8,0.0,1.0,0.6828376013997137,0.7578685545945185,6826,64
lossguide,0,32,0.0025,1,1.0,0.8,0.1,2.0,0.6837919516462542,0.7578597877622004,7907,32
lossguide,0,32,0.01,10,1.0,0.8,0.0,1.0,0.6842691267695244,0.7578575992167588,2142,32
lossguide,0,64,0.01,10,0.8,0.8,0.1,1.0,0.6829966597741371,0.7578337529268317,1754,64
lossguide,0,64,0.0025,1,0.8,0.8,0.0,2.0,0.6830761889613488,0.757831893295734,6594,64
lossguide,0,32,0.0025,10,1.0,1.0,0.0,2.0,0.6818037219659615,0.7578315896824934,7904,32
lossguide,0,64,0.01,10,1.0,0.8,0.1,2.0,0.6823604262764434,0.7578188885286011,1695,64
lossguide,0,64,0.0025,1,0.8,1.0,0.0,1.0,0.6823604262764434,0.7578181547966034,7313,64
lossguide,0,64,0.005,1,0.8,0.8,0.1,1.0,0.6833147765229839,0.7578151186641988,3387,64
lossguide,0,32,0.01,5,0.8,1.0,0.0,2.0,0.6848258310800064,0.7578120825317944,1871,32
lossguide,0,32,0.0025,5,0.8,1.0,0.1,1.0,0.6829171305869254,0.7577727772677074,6578,32
lossguide,0,64,0.01,1,0.8,0.8,0.1,1.0,0.6826785430252903,0.7577639724837344,1731,64
lossguide,0,32,0.0025,5,0.8,1.0,0.0,1.0,0.6838714808334658,0.7577550538447961,6578,32
lossguide,0,64,0.0025,10,0.8,1.0,0.0,1.0,0.6813265468426912,0.7577511701254287,6114,64
lossguide,0,32,0.0025,10,1.0,0.8,0.1,1.0,0.6841895975823127,0.7577441870208983,7439,32
depthwise,6,0,0.01,10,1.0,0.8,0.0,2.0,0.6828376013997137,0.7577330292343116,2642,6
lossguide,0,32,0.005,1,1.0,0.8,0.0,1.0,0.6825990138380785,0.7577235792722027,4168,32
lossguide,0,64,0.01,10,0.8,0.8,0.1,2.0,0.6837919516462542,0.7577207581991767,1611,64
lossguide,0,64,0.01,5,0.8,0.8,0.1,1.0,0.6845077143311595,0.7577201003704892,1731,64
lossguide,0,64,0.0025,10,0.8,1.0,0.1,1.0,0.6828376013997137,0.7577191642296643,6114,64
lossguide,0,32,0.01,1,1.0,0.8,0.1,1.0,0.6830761889613488,0.7577030727279204,2052,32
lossguide,0,32,0.005,10,1.0,0.8,0.0,1.0,0.6839510100206776,0.7576920920490575,4049,32
lossguide,0,64,0.0025,10,0.8,1.0,0.0,2.0,0.6822808970892318,0.757686437252454,6114,64
depthwise,6,0,0.01,5,1.0,0.8,0.0,1.0,0.6825194846508669,0.7576611994018414,2396,6
lossguide,0,32,0.0025,5,1.0,0.8,0.1,1.0,0.6832352473357722,0.7576595674806739,7624,32
lossguide,0,32,0.0025,1,0.8,1.0,0.1,1.0,0.6837124224590425,0.7576465753640931,6578,32
lossguide,0,64,0.0025,5,0.8,1.0,0.1,2.0,0.6818832511531732,0.7576460440409222,6117,64
depthwise,6,0,0.01,5,1.0,0.8,0.1,1.0,0.6823604262764434,0.7576448422385121,2372,6
lossguide,0,64,0.0025,10,0.8,0.8,0.1,1.0,0.6829171305869254,0.7576378717845335,5816,64
lossguide,0,64,0.0025,5,0.8,1.0,0.0,2.0,0.681406076029903,0.7576334820430985,6137,64
depthwise,6,0,0.01,10,1.0,0.8,0.1,1.0,0.6824399554636552,0.7576300157919367,2372,6
lossguide,0,64,0.005,10,0.8,0.8,0.1,1.0,0.6825194846508669,0.7576296742270412,2840,64
lossguide,0,32,0.0025,10,0.8,1.0,0.0,1.0,0.6829966597741371,0.7576239182260244,6106,32
lossguide,0,32,0.0025,1,1.0,0.8,0.0,2.0,0.6833147765229839,0.7576221344982366,7602,32
depthwise,6,0,0.005,10,1.0,0.8,0.1,1.0,0.6824399554636552,0.7576171754819758,4445,6
lossguide,0,32,0.005,5,1.0,0.8,0.0,2.0,0.6818037219659615,0.7576164290994265,3895,32
lossguide,0,64,0.0025,10,1.0,0.8,0.1,2.0,0.6833147765229839,0.7576107996039263,6003,64
lossguide,0,64,0.01,1,0.8,0.8,0.0,1.0,0.6840305392078893,0.7576085225046231,1554,64
depthwise,6,0,0.01,5,1.0,0.8,0.1,2.0,0.6816446635915381,0.7576070423900758,2426,6
depthwise,6,0,0.01,1,1.0,0.8,0.1,1.0,0.6831557181485606,0.7575981364016893,2374,6
lossguide,0,32,0.0025,1,1.0,0.8,0.1,1.0,0.6832352473357722,0.7575952647264567,7560,32
lossguide,0,64,0.01,5,1.0,0.8,0.1,2.0,0.6855415937649117,0.757569988924189,1696,64
lossguide,0,64,0.0025,10,0.8,0.8,0.0,1.0,0.6829171305869254,0.7575641570198619,5827,64
depthwise,6,0,0.005,5,1.0,0.8,0.0,1.0,0.6828376013997137,0.7575636256966911,4691,6
lossguide,0,64,0.005,5,0.8,0.8,0.1,2.0,0.6820423095275966,0.757562588351453,2722,64
depthwise,6,0,0.01,5,1.0,0.8,0.0,2.0,0.6818832511531732,0.7575480149159113,2194,6
lossguide,0,32,0.01,10,1.0,1.0,0.0,1.0,0.6816446635915381,0.7575348583421584,1926,32
lossguide,0,64,0.005,5,1.0,0.8,0.1,2.0,0.6848258310800064,0.7575299752292077,3203,64
lossguide,0,32,0.01,1,0.8,1.0,0.1,2.0,0.6830761889613488,0.7575266101824594,1856,32
lossguide,0,32,0.005,10,1.0,1.0,0.0,1.0,0.6830761889613488,0.757519513222964,3642,32
lossguide,0,32,0.01,5,1.0,1.0,0.1,2.0,0.6829966597741371,0.7575183746733122,2122,32
lossguide,0,32,0.005,5,1.0,0.8,0.1,2.0,0.682758072212502,0.757516565644421,3725,32
lossguide,0,32,0.005,10,1.0,1.0,0.1,1.0,0.6829171305869254,0.7575132258987761,3947,32
lossguide,0,64,0.0025,1,0.8,1.0,0.1,2.0,0.6820423095275966,0.7575121253007795,6171,64
lossguide,0,64,0.0025,1,0.8,1.0,0.1,1.0,0.6819627803403849,0.7575082921836189,6215,64
lossguide,0,64,0.01,10,0.8,1.0,0.1,2.0,0.6823604262764434,0.7575048132819053,1625,64
lossguide,0,32,0.01,5,0.8,1.0,0.0,1.0,0.6829171305869254,0.7575039656949425,1700,32
depthwise,8,0,0.01,5,0.8,0.8,0.0,1.0,0.6845872435183712,0.7574996012546109,1710,8
lossguide,0,64,0.0025,5,0.8,0.8,0.0,1.0,0.6818832511531732,0.7574985892104761,6188,64
lossguide,0,64,0.01,10,0.8,0.8,0.0,2.0,0.6831557181485606,0.7574949205504872,1616,64
lossguide,0,64,0.005,10,1.0,0.8,0.0,2.0,0.6851439478288532,0.7574911380355333,3266,64
depthwise,8,0,0.005,5,0.8,0.8,0.0,1.0,0.6829966597741371,0.7574827886714208,3323,8
lossguide,0,32,0.005,1,1.0,0.8,0.1,2.0,0.6829966597741371,0.757481498315149,3484,32
lossguide,0,64,0.0025,1,0.8,0.8,0.1,1.0,0.6826785430252903,0.7574736676236556,6186,64
depthwise,8,0,0.01,10,0.8,0.8,0.1,2.0,0.6844281851439479,0.7574710236583533,1748,8
lossguide,0,64,0.0025,5,0.8,1.0,0.1,1.0,0.6818037219659615,0.7574676206599499,6114,64
lossguide,0,64,0.01,1,0.8,1.0,0.0,1.0,0.6837124224590425,0.7574539707146812,1710,64
lossguide,0,64,0.0025,5,0.8,1.0,0.0,1.0,0.6811674884682678,0.7574440779832632,6322,64
depthwise,8,0,0.01,1,0.8,0.8,0.1,2.0,0.6841895975823127,0.7574422057016137,1711,8
lossguide,0,64,0.0025,10,1.0,0.8,0.0,2.0,0.6841895975823127,0.7574405864309979,6017,64
lossguide,0,32,0.005,5,1.0,1.0,0.0,2.0,0.6825990138380785,0.7574380183690059,4200,32
lossguide,0,64,0.0025,1,0.8,1.0,0.0,2.0,0.6822808970892318,0.7574348304299809,6195,64
lossguide,0,32,0.01,1,1.0,0.8,0.0,1.0,0.6822808970892318,0.7574189539876158,1845,32
lossguide,0,64,0.005,1,0.8,0.8,0.1,2.0,0.6824399554636552,0.7574175750774822,2717,64
depthwise,8,0,0.01,10,0.8,0.8,0.0,1.0,0.6839510100206776,0.7574167148399675,1730,8
lossguide,0,64,0.005,10,0.8,0.8,0.0,1.0,0.6832352473357722,0.7574128564217034,2839,64
lossguide,0,64,0.01,1,0.8,1.0,0.1,2.0,0.6835533640846191,0.7574118696786719,1585,64
lossguide,0,64,0.01,10,0.8,0.8,0.0,1.0,0.6849848894544298,0.7574099720959191,1510,64
lossguide,0,32,0.005,5,1.0,0.8,0.0,1.0,0.682758072212502,0.7574093901705417,3376,32
lossguide,0,64,0.005,5,0.8,0.8,0.1,1.0,0.6823604262764434,0.7573964486561673,2719,64
lossguide,0,64,0.005,10,1.0,0.8,0.1,2.0,0.6837124224590425,0.7573918818070089,3154,64
depthwise,6,0,0.005,10,1.0,0.8,0.0,2.0,0.6813265468426912,0.7573883017008819,4789,6
depthwise,6,0,0.005,5,1.0,1.0,0.0,1.0,0.6841895975823127,0.757379446314702,4763,6
depthwise,8,0,0.005,1,0.8,0.8,0.0,2.0,0.684110068395101,0.7573778902968448,3337,8
depthwise,6,0,0.01,5,1.0,1.0,0.1,1.0,0.6839510100206776,0.7573776119847075,2726,6
depthwise,8,0,0.01,1,0.8,0.8,0.0,1.0,0.6852234770160649,0.7573640505933008,1720,8
depthwise,6,0,0.0025,5,1.0,0.8,0.0,2.0,0.6837124224590425,0.7573636963778536,9119,6
lossguide,0,32,0.01,1,1.0,1.0,0.1,2.0,0.6835533640846191,0.7573593445880737,2200,32
depthwise,8,0,0.01,1,0.8,1.0,0.1,2.0,0.6831557181485606,0.7573470735529387,1902,8
depthwise,8,0,0.005,5,0.8,0.8,0.1,2.0,0.6837124224590425,0.7573437970600523,3324,8
lossguide,0,64,0.01,10,0.8,1.0,0.0,1.0,0.6826785430252903,0.7573370037137972,1757,64
lossguide,0,64,0.005,1,0.8,0.8,0.0,2.0,0.6825990138380785,0.7573304380774725,2717,64
depthwise,8,0,0.01,1,0.8,0.8,0.0,2.0,0.6845077143311595,0.7573275411011362,1634,8
depthwise,6,0,0.0025,5,1.0,0.8,0.0,1.0,0.6828376013997137,0.7573233664190802,9183,6
lossguide,0,64,0.01,10,0.8,1.0,0.1,1.0,0.6826785430252903,0.757317989934614,1471,64
lossguide,0,32,0.01,5,1.0,0.8,0.0,1.0,0.6831557181485606,0.7573048839630676,1770,32
lossguide,0,64,0.01,5,0.8,1.0,0.1,1.0,0.6829171305869254,0.7572972556804013,1728,64
depthwise,6,0,0.005,1,1.0,0.8,0.0,1.0,0.6831557181485606,0.7572937008753776,4454,6
depthwise,8,0,0.0025,10,0.8,0.8,0.0,1.0,0.6833943057101957,0.7572917400398663,6999,8
lossguide,0,64,0.01,1,1.0,0.8,0.1,2.0,0.6833943057101957,0.7572865027114686,1758,64
lossguide,0,64,0.005,1,1.0,0.8,0.0,2.0,0.6851439478288532,0.7572817208029315,3416,64
lossguide,0,32,0.005,10,1.0,1.0,0.0,2.0,0.6833943057101957,0.7572802659894876,3508,32
depthwise,8,0,0.01,10,0.8,0.8,0.0,2.0,0.6840305392078893,0.7572786467188719,1634,8
lossguide,0,64,0.005,10,0.8,1.0,0.1,2.0,0.6821218387148084,0.7572603666716864,2869,64
depthwise,8,0,0.01,5,0.8,0.8,0.0,2.0,0.6833943057101957,0.7572574949964537,1709,8
lossguide,0,64,0.0025,10,1.0,0.8,0.0,1.0,0.684110068395101,0.7572537883848101,5644,64
lossguide,0,32,0.01,5,1.0,1.0,0.0,2.0,0.6819627803403849,0.7572391390459582,1762,32
lossguide,0,64,0.01,5,1.0,0.8,0.1,1.0,0.6839510100206776,0.7572381396523751,1463,64
lossguide,0,64,0.005,1,0.8,0.8,0.0,1.0,0.6836328932718307,0.7572356348431413,2718,64
lossguide,0,64,0.005,5,0.8,0.8,0.0,1.0,0.6833943057101957,0.757232105339221,2717,64
depthwise,6,0,0.005,5,1.0,1.0,0.1,2.0,0.6823604262764434,0.7572269059624783,4914,6
lossguide,0,32,0.0025,5,1.0,1.0,0.0,1.0,0.6814856052171147,0.7572200493634647,6745,32
depthwise,6,0,0.01,10,1.0,0.8,0.1,2.0,0.6818037219659615,0.7571914717672071,2323,6
lossguide,0,64,0.01,1,0.8,1.0,0.0,2.0,0.6823604262764434,0.7571897259910746,1576,64
lossguide,0,32,0.0025,5,1.0,0.8,0.0,2.0,0.6825194846508669,0.7571637923601193,6261,32
lossguide,0,32,0.005,5,1.0,1.0,0.1,1.0,0.6819627803403849,0.7571637164568092,3605,32
lossguide,0,64,0.005,5,1.0,0.8,0.0,1.0,0.6841895975823127,0.7571627929665361,2883,64
lossguide,0,64,0.01,5,0.8,0.8,0.0,1.0,0.6833943057101957,0.7571607182760597,1511,64
lossguide,0,64,0.01,5,0.8,1.0,0.1,2.0,0.6828376013997137,0.7571543803496652,1586,64
lossguide,0,64,0.01,5,0.8,1.0,0.0,2.0,0.6819627803403849,0.7571522803580855,1555,64
depthwise,6,0,0.005,1,1.0,0.8,0.0,2.0,0.6829966597741371,0.7571433617191472,4324,6
lossguide,0,64,0.005,5,0.8,1.0,0.0,2.0,0.68220136790202,0.7571391743865392,2906,64
lossguide,0,32,0.005,1,0.8,1.0,0.1,1.0,0.6830761889613488,0.7571387316172303,2965,32
depthwise,6,0,0.005,5,1.0,0.8,0.1,2.0,0.6809289009066327,0.7571372641532349,4232,6
lossguide,0,64,0.005,5,0.8,1.0,0.1,1.0,0.6812470176554796,0.7571359105442045,2965,64
lossguide,0,32,0.005,1,1.0,1.0,0.1,2.0,0.6833943057101957,0.7571350123550349,3348,32
depthwise,6,0,0.0025,5,1.0,1.0,0.0,1.0,0.6825990138380785,0.7571325960996629,9139,6
lossguide,0,64,0.0025,5,1.0,0.8,0.1,2.0,0.6825990138380785,0.7571298635804987,5995,64
lossguide,0,32,0.01,5,1.0,1.0,0.1,1.0,0.6825990138380785,0.7571295473167067,1730,32
depthwise,8,0,0.005,10,0.8,0.8,0.0,2.0,0.6825194846508669,0.7571284340681583,3334,8
depthwise,8,0,0.005,1,0.8,0.8,0.1,1.0,0.6818832511531732,0.7571202112095627,2906,8
depthwise,8,0,0.005,5,0.8,0.8,0.0,2.0,0.6828376013997137,0.7571165045979189,2990,8
depthwise,6,0,0.005,5,1.0,1.0,0.1,1.0,0.6819627803403849,0.7571145817140628,4279,6
depthwise,6,0,0.0025,10,1.0,0.8,0.1,2.0,0.6821218387148084,0.7571090913746312,7955,6
lossguide,0,128,0.01,1,0.8,0.8,0.1,1.0,0.6837919516462542,0.7570999703268659,1733,128
lossguide,0,64,0.005,10,1.0,0.8,0.1,1.0,0.6825990138380785,0.7570993757509368,2814,64
depthwise,6,0,0.0025,1,1.0,0.8,0.0,1.0,0.6816446635915381,0.7570980853946647,8119,6
lossguide,0,64,0.0025,1,1.0,0.8,0.0,2.0,0.6837124224590425,0.7570966432317727,5943,64
lossguide,0,64,0.005,10,0.8,1.0,0.1,1.0,0.6821218387148084,0.7570895336217254,2906,64
lossguide,0,64,0.005,1,0.8,1.0,0.1,1.0,0.6815651344043264,0.7570890529007613,3193,64
depthwise,6,0,0.0025,10,1.0,1.0,0.0,1.0,0.6843486559567361,0.7570877498939379,9535,6
lossguide,0,64,0.005,1,1.0,0.8,0.1,2.0,0.6848258310800064,0.7570870920652502,3068,64
depthwise,8,0,0.01,10,0.8,0.8,0.1,1.0,0.6844281851439479,0.7570843848471893,1634,8
lossguide,0,64,0.0025,5,1.0,0.8,0.0,2.0,0.6837124224590425,0.7570794258309287,5674,64
lossguide,0,64,0.0025,10,1.0,0.8,0.1,1.0,0.6851439478288532,0.7570749095839769,5476,64
lossguide,0,32,0.005,5,0.8,1.0,0.0,1.0,0.6833943057101957,0.7570633090280814,2965,32
lossguide,0,64,0.01,10,1.0,0.8,0.1,1.0,0.6832352473357722,0.7570609939771229,1368,64
lossguide,0,64,0.01,1,1.0,0.8,0.0,2.0,0.6845872435183712,0.7570550482178308,1806,64
lossguide,0,128,0.005,5,0.8,0.8,0.0,2.0,0.6853825353904883,0.7570530114790093,3256,128
depthwise,6,0,0.005,5,1.0,0.8,0.1,1.0,0.6828376013997137,0.7570497476366745,4017,6
depthwise,6,0,0.0025,1,1.0,0.8,0.1,2.0,0.6816446635915381,0.7570479765594387,8120,6
depthwise,8,0,0.01,5,0.8,0.8,0.1,2.0,0.6842691267695244,0.7570471036713723,1730,8
depthwise,8,0,0.01,5,0.8,0.8,0.1,1.0,0.684905360267218,0.7570440169367612,1715,8
depthwise,6,0,0.005,10,1.0,0.8,0.1,2.0,0.6814856052171147,0.7570414615253205,4565,6
depthwise,6,0,0.005,1,1.0,0.8,0.1,2.0,0.6835533640846191,0.7570359964869924,4343,6
lossguide,0,32,0.005,1,1.0,1.0,0.0,2.0,0.6830761889613488,0.7570300001254935,3353,32
depthwise,8,0,0.01,1,0.8,0.8,0.1,1.0,0.6830761889613488,0.7570234344891686,1594,8
depthwise,6,0,0.01,10,1.0,1.0,0.0,1.0,0.6829966597741371,0.7570126309180293,2088,6
lossguide,0,32,0.005,10,1.0,1.0,0.1,2.0,0.6823604262764434,0.7570074568423899,2915,32
depthwise,8,0,0.0025,5,0.8,0.8,0.1,2.0,0.6822808970892318,0.7569988165155888,6166,8
depthwise,6,0,0.0025,5,1.0,1.0,0.1,1.0,0.6820423095275966,0.7569890629402393,8510,6
lossguide,0,64,0.01,10,0.8,1.0,0.0,2.0,0.6821218387148084,0.756973224449529,1215,64
lossguide,0,64,0.01,10,1.0,0.8,0.0,1.0,0.6829966597741371,0.75697270577691,1480,64
